"","tree","Date","Freq","cluster"
"247","Escherichia_coli_Shigella51397.png","2016",9,"cluster1"
"248","Escherichia_coli_Shigella51397.png","2017",15,"cluster1"
"249","Escherichia_coli_Shigella51397.png","2018",22,"cluster1"
"250","Escherichia_coli_Shigella51397.png","2019",1,"cluster1"
"251","Escherichia_coli_Shigella51925.png","2016",7,"cluster1"
"252","Escherichia_coli_Shigella51925.png","2017",13,"cluster1"
"253","Escherichia_coli_Shigella51925.png","2018",24,"cluster1"
"254","Escherichia_coli_Shigella51925.png","2019",10,"cluster1"
"255","Escherichia_coli_Shigella52969.png","2014",1,"cluster1"
"256","Escherichia_coli_Shigella52969.png","2015",2,"cluster1"
"257","Escherichia_coli_Shigella52969.png","2016",5,"cluster1"
"258","Escherichia_coli_Shigella52969.png","2017",14,"cluster1"
"259","Escherichia_coli_Shigella52969.png","2018",20,"cluster1"
"260","Escherichia_coli_Shigella52969.png","2019",4,"cluster1"
"261","Escherichia_coli_Shigella54167.png","2013",4,"cluster1"
"262","Escherichia_coli_Shigella54167.png","2015",13,"cluster1"
"263","Escherichia_coli_Shigella54167.png","2016",4,"cluster1"
"264","Escherichia_coli_Shigella54167.png","2017",7,"cluster1"
"265","Escherichia_coli_Shigella54167.png","2018",8,"cluster1"
"266","Escherichia_coli_Shigella54167.png","2019",1,"cluster1"
"267","Escherichia_coli_Shigella55222.png","2014",2,"cluster1"
"268","Escherichia_coli_Shigella55222.png","2015",5,"cluster1"
"269","Escherichia_coli_Shigella55222.png","2016",5,"cluster1"
"270","Escherichia_coli_Shigella55222.png","2017",17,"cluster1"
"271","Escherichia_coli_Shigella55222.png","2018",31,"cluster1"
"272","Escherichia_coli_Shigella55222.png","2019",1,"cluster1"
"273","Escherichia_coli_Shigella55674.png","2014",3,"cluster1"
"274","Escherichia_coli_Shigella55674.png","2015",5,"cluster1"
"275","Escherichia_coli_Shigella55674.png","2016",22,"cluster1"
"276","Escherichia_coli_Shigella55674.png","2017",30,"cluster1"
"277","Escherichia_coli_Shigella55674.png","2018",36,"cluster1"
"278","Escherichia_coli_Shigella55674.png","2019",4,"cluster1"
"279","Escherichia_coli_Shigella56786.png","2014",5,"cluster1"
"280","Escherichia_coli_Shigella56786.png","2015",2,"cluster1"
"281","Escherichia_coli_Shigella56786.png","2016",13,"cluster1"
"282","Escherichia_coli_Shigella56786.png","2017",19,"cluster1"
"283","Escherichia_coli_Shigella56786.png","2018",26,"cluster1"
"284","Escherichia_coli_Shigella56786.png","2019",4,"cluster1"
"285","Escherichia_coli_Shigella57332.png","2014",1,"cluster1"
"286","Escherichia_coli_Shigella57332.png","2016",11,"cluster1"
"287","Escherichia_coli_Shigella57332.png","2017",5,"cluster1"
"288","Escherichia_coli_Shigella57332.png","2018",23,"cluster1"
"289","Escherichia_coli_Shigella57332.png","2019",6,"cluster1"
"290","Escherichia_coli_Shigella58262.png","2013",1,"cluster1"
"291","Escherichia_coli_Shigella58262.png","2015",3,"cluster1"
"292","Escherichia_coli_Shigella58262.png","2016",18,"cluster1"
"293","Escherichia_coli_Shigella58262.png","2017",30,"cluster1"
"294","Escherichia_coli_Shigella58262.png","2018",26,"cluster1"
"295","Escherichia_coli_Shigella60908.png","2014",1,"cluster1"
"296","Escherichia_coli_Shigella60908.png","2015",9,"cluster1"
"297","Escherichia_coli_Shigella60908.png","2016",24,"cluster1"
"298","Escherichia_coli_Shigella60908.png","2017",9,"cluster1"
"299","Escherichia_coli_Shigella60908.png","2018",31,"cluster1"
"300","Escherichia_coli_Shigella60908.png","2019",2,"cluster1"
"301","Escherichia_coli_Shigella61803.png","2014",3,"cluster1"
"302","Escherichia_coli_Shigella61803.png","2015",2,"cluster1"
"303","Escherichia_coli_Shigella61803.png","2016",8,"cluster1"
"304","Escherichia_coli_Shigella61803.png","2017",17,"cluster1"
"305","Escherichia_coli_Shigella61803.png","2018",31,"cluster1"
"306","Escherichia_coli_Shigella61803.png","2019",3,"cluster1"
"307","Escherichia_coli_Shigella62638.png","2012",1,"cluster1"
"308","Escherichia_coli_Shigella62638.png","2014",3,"cluster1"
"309","Escherichia_coli_Shigella62638.png","2015",10,"cluster1"
"310","Escherichia_coli_Shigella62638.png","2016",35,"cluster1"
"311","Escherichia_coli_Shigella62638.png","2017",24,"cluster1"
"312","Escherichia_coli_Shigella62638.png","2018",23,"cluster1"
"313","Escherichia_coli_Shigella62638.png","2019",4,"cluster1"
"314","Escherichia_coli_Shigella64576.png","2015",10,"cluster1"
"315","Escherichia_coli_Shigella64576.png","2016",14,"cluster1"
"316","Escherichia_coli_Shigella64576.png","2017",8,"cluster1"
"317","Escherichia_coli_Shigella64576.png","2018",19,"cluster1"
"318","Escherichia_coli_Shigella64576.png","2019",2,"cluster1"
"319","Escherichia_coli_Shigella64797.png","2015",8,"cluster1"
"320","Escherichia_coli_Shigella64797.png","2016",16,"cluster1"
"321","Escherichia_coli_Shigella64797.png","2017",14,"cluster1"
"322","Escherichia_coli_Shigella64797.png","2018",15,"cluster1"
"323","Escherichia_coli_Shigella64797.png","2019",1,"cluster1"
"324","Escherichia_coli_Shigella65451.png","2015",6,"cluster1"
"325","Escherichia_coli_Shigella65451.png","2016",19,"cluster1"
"326","Escherichia_coli_Shigella65451.png","2017",25,"cluster1"
"327","Escherichia_coli_Shigella65451.png","2018",34,"cluster1"
"328","Escherichia_coli_Shigella65451.png","2019",7,"cluster1"
"329","Escherichia_coli_Shigella67095.png","2012",5,"cluster1"
"330","Escherichia_coli_Shigella67095.png","2015",2,"cluster1"
"331","Escherichia_coli_Shigella67095.png","2016",23,"cluster1"
"332","Escherichia_coli_Shigella67095.png","2017",13,"cluster1"
"333","Escherichia_coli_Shigella67095.png","2018",10,"cluster1"
"334","Escherichia_coli_Shigella67095.png","2019",2,"cluster1"
"335","Escherichia_coli_Shigella67323.png","2015",1,"cluster1"
"336","Escherichia_coli_Shigella67323.png","2016",18,"cluster1"
"337","Escherichia_coli_Shigella67323.png","2017",9,"cluster1"
"338","Escherichia_coli_Shigella67323.png","2018",17,"cluster1"
"339","Escherichia_coli_Shigella67323.png","2019",5,"cluster1"
"340","Escherichia_coli_Shigella67876.png","2015",7,"cluster1"
"341","Escherichia_coli_Shigella67876.png","2016",20,"cluster1"
"342","Escherichia_coli_Shigella67876.png","2017",26,"cluster1"
"343","Escherichia_coli_Shigella67876.png","2018",44,"cluster1"
"344","Escherichia_coli_Shigella67876.png","2019",3,"cluster1"
"345","Escherichia_coli_Shigella68597.png","2015",8,"cluster1"
"346","Escherichia_coli_Shigella68597.png","2016",15,"cluster1"
"347","Escherichia_coli_Shigella68597.png","2017",28,"cluster1"
"348","Escherichia_coli_Shigella68597.png","2018",25,"cluster1"
"349","Escherichia_coli_Shigella68597.png","2019",1,"cluster1"
"350","Escherichia_coli_Shigella68963.png","2015",11,"cluster1"
"351","Escherichia_coli_Shigella68963.png","2016",24,"cluster1"
"352","Escherichia_coli_Shigella68963.png","2017",31,"cluster1"
"353","Escherichia_coli_Shigella68963.png","2018",27,"cluster1"
"354","Escherichia_coli_Shigella68963.png","2019",5,"cluster1"
"355","Escherichia_coli_Shigella69535.png","2015",8,"cluster1"
"356","Escherichia_coli_Shigella69535.png","2016",19,"cluster1"
"357","Escherichia_coli_Shigella69535.png","2017",32,"cluster1"
"358","Escherichia_coli_Shigella69535.png","2018",19,"cluster1"
"359","Escherichia_coli_Shigella69535.png","2019",4,"cluster1"
"360","Klebsiella10924.png","2012",1,"cluster1"
"361","Klebsiella10924.png","2013",1,"cluster1"
"362","Klebsiella10924.png","2014",1,"cluster1"
"363","Klebsiella10924.png","2015",6,"cluster1"
"364","Klebsiella10924.png","2016",2,"cluster1"
"365","Klebsiella10924.png","2017",8,"cluster1"
"366","Klebsiella10924.png","2018",34,"cluster1"
"367","Klebsiella10924.png","2019",26,"cluster1"
"368","Klebsiella6720.png","2015",3,"cluster1"
"369","Klebsiella6720.png","2016",2,"cluster1"
"370","Klebsiella6720.png","2017",6,"cluster1"
"371","Klebsiella6720.png","2018",26,"cluster1"
"372","Klebsiella6720.png","2019",22,"cluster1"
"373","Klebsiella9301.png","2013",3,"cluster1"
"374","Klebsiella9301.png","2015",4,"cluster1"
"375","Klebsiella9301.png","2016",2,"cluster1"
"376","Klebsiella9301.png","2017",3,"cluster1"
"377","Klebsiella9301.png","2018",15,"cluster1"
"378","Klebsiella9301.png","2019",21,"cluster1"
"379","Listeria10064.png","2013",2,"cluster1"
"380","Listeria10064.png","2014",11,"cluster1"
"381","Listeria10064.png","2015",5,"cluster1"
"382","Listeria10064.png","2016",10,"cluster1"
"383","Listeria10064.png","2017",17,"cluster1"
"384","Listeria10064.png","2018",12,"cluster1"
"385","Listeria10064.png","2019",4,"cluster1"
"386","Listeria11866.png","2013",2,"cluster1"
"387","Listeria11866.png","2014",7,"cluster1"
"388","Listeria11866.png","2015",11,"cluster1"
"389","Listeria11866.png","2016",16,"cluster1"
"390","Listeria11866.png","2017",21,"cluster1"
"391","Listeria11866.png","2018",15,"cluster1"
"392","Listeria11866.png","2019",5,"cluster1"
"393","Listeria14420.png","2010",1,"cluster1"
"394","Listeria14420.png","2013",4,"cluster1"
"395","Listeria14420.png","2014",13,"cluster1"
"396","Listeria14420.png","2015",3,"cluster1"
"397","Listeria14420.png","2016",16,"cluster1"
"398","Listeria14420.png","2017",8,"cluster1"
"399","Listeria14420.png","2018",12,"cluster1"
"400","Listeria14420.png","2019",6,"cluster1"
"401","Listeria7906.png","2011",1,"cluster1"
"402","Listeria7906.png","2013",1,"cluster1"
"403","Listeria7906.png","2014",3,"cluster1"
"404","Listeria7906.png","2015",6,"cluster1"
"405","Listeria7906.png","2016",20,"cluster1"
"406","Listeria7906.png","2017",6,"cluster1"
"407","Listeria7906.png","2018",9,"cluster1"
"408","Listeria7906.png","2019",3,"cluster1"
"409","Listeria8108.png","2014",7,"cluster1"
"410","Listeria8108.png","2015",4,"cluster1"
"411","Listeria8108.png","2016",9,"cluster1"
"412","Listeria8108.png","2017",12,"cluster1"
"413","Listeria8108.png","2018",16,"cluster1"
"414","Listeria9483.png","2013",1,"cluster1"
"415","Listeria9483.png","2014",4,"cluster1"
"416","Listeria9483.png","2015",4,"cluster1"
"417","Listeria9483.png","2016",5,"cluster1"
"418","Listeria9483.png","2017",8,"cluster1"
"419","Listeria9483.png","2018",3,"cluster1"
"420","Listeria9483.png","2019",9,"cluster1"
"421","Listeria9619.png","2014",1,"cluster1"
"422","Listeria9619.png","2016",12,"cluster1"
"423","Listeria9619.png","2017",7,"cluster1"
"424","Listeria9619.png","2018",3,"cluster1"
"425","Listeria9619.png","2019",1,"cluster1"
"426","Listeria9656.png","2011",1,"cluster1"
"427","Listeria9656.png","2013",1,"cluster1"
"428","Listeria9656.png","2014",7,"cluster1"
"429","Listeria9656.png","2015",4,"cluster1"
"430","Listeria9656.png","2016",21,"cluster1"
"431","Listeria9656.png","2017",7,"cluster1"
"432","Listeria9656.png","2018",7,"cluster1"
"433","Listeria9656.png","2019",2,"cluster1"
"434","Mycobacterium_tuberculosis3023.png","2011",1,"cluster1"
"435","Mycobacterium_tuberculosis3023.png","2013",10,"cluster1"
"436","Mycobacterium_tuberculosis3023.png","2014",3,"cluster1"
"437","Mycobacterium_tuberculosis3023.png","2015",58,"cluster1"
"438","Mycobacterium_tuberculosis3023.png","2017",6,"cluster1"
"439","Mycobacterium_tuberculosis3023.png","2018",9,"cluster1"
"440","Mycobacterium_tuberculosis3023.png","2019",1,"cluster1"
"441","Neisseria2030.png","2015",5,"cluster1"
"442","Neisseria2030.png","2016",32,"cluster1"
"443","Neisseria2030.png","2017",29,"cluster1"
"444","Neisseria2030.png","2018",25,"cluster1"
"445","Neisseria2303.png","2010",1,"cluster1"
"446","Neisseria2303.png","2015",9,"cluster1"
"447","Neisseria2303.png","2016",36,"cluster1"
"448","Neisseria2303.png","2017",20,"cluster1"
"449","Neisseria2303.png","2018",33,"cluster1"
"450","Neisseria2706.png","2010",1,"cluster1"
"451","Neisseria2706.png","2015",12,"cluster1"
"452","Neisseria2706.png","2016",39,"cluster1"
"453","Neisseria2706.png","2017",20,"cluster1"
"454","Neisseria2706.png","2018",19,"cluster1"
"455","Neisseria3685.png","2011",2,"cluster1"
"456","Neisseria3685.png","2013",1,"cluster1"
"457","Neisseria3685.png","2015",1,"cluster1"
"458","Neisseria3685.png","2016",62,"cluster1"
"459","Neisseria3685.png","2017",8,"cluster1"
"460","Neisseria3685.png","2018",21,"cluster1"
"461","Pseudomonas_aeruginosa2846.png","2014",4,"cluster1"
"462","Pseudomonas_aeruginosa2846.png","2015",3,"cluster1"
"463","Pseudomonas_aeruginosa2846.png","2016",4,"cluster1"
"464","Pseudomonas_aeruginosa2846.png","2017",1,"cluster1"
"465","Pseudomonas_aeruginosa2846.png","2018",25,"cluster1"
"466","Pseudomonas_aeruginosa2846.png","2019",5,"cluster1"
"467","Pseudomonas_aeruginosa3333.png","2012",1,"cluster1"
